1	1878	5	0	0								
1	1880	5	0	20								
1	1888	5	3.35999	3607								
1	1891	4	0.0141048	1432								
1	1892	5	0.199286	94								
1	1895	5	0.0668795	25								
1	2186	5	0	44								
1	2187	5	0	20								
1	2194	5	0.0568178	405								
1	2197	5	0	103								
1	2198	5	0	23								
1	2199	5	0	48								
1	2207	5	0.117544	78								
1	2211	5	0	20								
1	2219	5	0.785128	1076								
1	2222	5	0.0313977	189								
1	2236	5	0.373042	116								
1	2244	5	0.0848497	618								
1	2247	5	1.51698	419								
1	2250	5	0	95								
1	2256	5	0	150								
1	2266	5	0.0281855	436								
1	2268	5	0	35								
1	2269	5	0.170579	132								
2	36	2	0.09	10								
2	53	2	1.23	49								
2	55	2	1.09	12								
2	57	2	0.67	38								
2	79	2	0.19	20								
2	85	2	0.13	21								
2	97	2	0.15	15								
2	101	2	0.37	26								
2	102	2	1.02	51								
2	105	2	0.43	41								
2	115	2	0.25	32								
2	121	2	0.22	23								
2	125	2	1.26	56								
2	129	2	0.51	44								
2	134	2	0.17	20								
2	155	2	0.1	15								
2	182	2	0.14	18								
2	190	2	0.16	31								
2	196	2	0.06	9								
2	204	2	0.23	13								
2	212	2	0.1	12								
2	214	2	0.25	34								
2	240	2	0.24	23								
2	264	2	0.18	16								
2	277	2	0.03	6								
2	315	2	0.13	12								
2	319	2	0.13	13								
2	323	2	0.2	23								
2	330	2	0.33	28								
2	337	2	0.33	29								
2	346	2	0.04	3								
2	350	2	1.35	79								
2	376	2	0.07	7								
2	435	2	0.16	17								
2	460	2	1.74	133								
2	464	2	0.18	30								
2	492	2	0.14	26								
2	503	2	0.06	6								
2	529	2	0.07	23								
2	549	2	0.26	34								
2	552	2	0.12	19								
2	557	2	0.09	8								
2	571	2	0.09	16								
2	574	2	0.11	12								
2	637	2	0.05	7								
2	644	2	0.14	16								
2	654	2	0.09	9								
2	658	2	0.13	17								
2	661	2	0.06	8								
2	667	2	0.27	65								
2	677	2	0.09	15								
2	700	2	0.16	13								
2	703	2	0.06	30								
2	707	2	0.04	11								
2	714	2	0.3	53								
2	719	2	0.21	29								
2	734	2	0.06	7								
2	741	2	0.14	24								
2	753	2	0.05	6								
2	758	2	0.12	11								
2	759	2	0.11	11								
2	870	2	0.1	19								
2	909	2	0.01	3								
2	959	2	5.53	46								
2	970	2	0	0								
2	983	2	0.29	34								
2	986	2	0.09	20								
2	1006	2	0.27	46								
2	1027	2	0.16	19								
2	1042	2	0.1	15								
2	1170	2	0.04	7								
2	1200	2	0.18	32								
2	1221	2	0.79	44								
2	1265	2	0.11	11								
2	1268	2	0.02	3								
2	1278	2	0.15	40								
2	1280	2	0.08	15								
2	1343	2	0.02	5								
2	1412	2	0.12	11								
2	1437	2	0.19	23								
2	1439	2	0.08	11								
2	1462	2	0	0								
2	1477	2	0.03	5								
2	1480	2	0	0								
2	1504	2	0.14	27								
2	1506	2	0.1	13								
2	1509	2	0.09	16								
2	1528	2	0.03	4								
2	1549	2	0.07	12								
2	1552	2	0.2	19								
2	1559	2	0.1	17								
2	1562	2	0.02	3								
2	1664	5	0.0126353	14								
2	1692	5	0	0								
2	1707	5	0.00255683	6								
2	1726	5	0	4								
2	1736	5	0	0								
2	1739	5	0.00910192	20								
2	1740	5	0.00112227	2								
2	1757	5	0	0								
2	1762	5	0	0								
2	1786	5	0	0								
2	1797	3	0	0								
2	1801	3	0	0								
2	1802	3	0	0								
2	1803	3	0.0230465	19								
2	1811	5	0.0016762	6								
2	1821	5	0	0								
2	1824	5	0.0024221	3								
2	1832	3	0.0123242	16								
2	1833	3	0.0173231	42								
2	1846	5	0.0447212	155								
2	1847	5	0	0								
2	1850	5	0	0								
2	1857	3	0	0								
2	1864	5	0.008029	22								
2	1867	5	0.0187884	25								
2	1878	5	0	0								
2	1880	5	0	0								
2	1888	5	0.000841336	2								
2	1891	4	0.147429	233								
2	1892	5	0	0								
2	1895	5	0	0								
2	2186	5	0	0								
2	2187	5	0	0								
2	2194	5	0.0103243	42								
2	2197	5	0.0029614	38								
2	2198	5	0.0126813	36								
2	2199	5	0	0								
2	2207	5	0	0								
2	2211	5	0.00232357	5								
2	2219	5	0.00561126	16								
2	2222	5	0	0								
2	2236	5	0	0								
2	2244	5	0	0								
2	2247	5	0	0								
2	2250	5	0	0								
2	2256	5	0	0								
2	2266	5	0.00732869	17								
2	2268	5	0.00410764	15								
2	2269	5	0.00436712	13								
3	36	2	0	0								
3	53	2	0	0								
3	55	2	0	0								
3	57	2	0	0								
3	79	2	0	0								
3	85	2	0	0								
3	97	2	0	0								
3	101	2	0	0								
3	102	2	0	0								
3	105	2	0	0								
3	115	2	0	0								
3	121	2	0	0								
3	125	2	0	0								
3	129	2	0	0								
3	134	2	0	0								
3	155	2	0	0								
3	182	2	0	0								
3	190	2	0	0								
3	196	2	0.07	1								
3	204	2	0	0								
3	212	2	0	0								
3	214	2	0	0								
3	240	2	0	0								
3	264	2	0	0								
3	277	2	0	0								
3	315	2	0	0								
3	319	2	0	0								
3	323	2	0	0								
3	330	2	0	0								
3	337	2	0	0								
3	346	2	0	0								
3	350	2	0	0								
3	376	2	0	0								
3	435	2	0	0								
3	460	2	0	0								
3	464	2	0	0								
3	492	2	0	0								
3	503	2	0	0								
3	529	2	0	0								
3	549	2	0	0								
3	552	2	0	0								
3	557	2	0	0								
3	571	2	0	0								
3	574	2	0	0								
3	637	2	0	0								
3	644	2	0	0								
3	654	2	0	0								
3	658	2	0	0								
3	661	2	0	0								
3	667	2	0	0								
3	677	2	0	0								
3	700	2	0	0								
3	703	2	0	0								
3	707	2	0	0								
3	714	2	0	0								
3	719	2	0	0								
3	734	2	0	0								
3	741	2	0	0								
3	753	2	0	0								
3	758	2	0	0								
3	759	2	0	0								
3	870	2	0	0								
3	909	2	0	0								
3	959	2	0	0								
3	970	2	0	0								
3	983	2	0	0								
3	986	2	0	0								
3	1006	2	0	0								
3	1027	2	0	0								
3	1042	2	0	0								
3	1170	2	0	0								
3	1200	2	0	0								
3	1221	2	0	0								
3	1265	2	0.1	1								
3	1268	2	0	0								
3	1278	2	0	0								
3	1280	2	0	0								
3	1343	2	0	0								
3	1412	2	0	0								
3	1437	2	0	0								
3	1439	2	0	0								
3	1462	2	0	0								
3	1477	2	0	0								
3	1480	2	0	0								
3	1504	2	0	0								
3	1506	2	0	0								
3	1509	2	0	0								
3	1528	2	0	0								
3	1549	2	0	0								
3	1552	2	0	0								
3	1559	2	0	0								
3	1562	2	0	0								
3	1664	5	0.182751	18								
3	1692	5	0	0								
3	1707	5	0.0409651	7								
3	1726	5	0	2								
3	1736	5	0	0								
3	1739	5	0	4								
3	1740	5	0	0								
3	1757	5	0	5								
3	1762	5	0	0								
3	1786	5	0.12154	23								
3	1797	3	0	0								
3	1801	3	0	9								
3	1802	3	0	10								
3	1803	3	0	1								
3	1811	5	0	0								
3	1821	5	0	1								
3	1824	5	0	0								
3	1832	3	0	0								
3	1833	3	0	28								
3	1846	5	0	0								
3	1847	5	0	0								
3	1850	5	0	0								
3	1857	3	0	0								
3	1864	5	0	0								
3	1867	5	0	13								
3	1878	5	0	0								
3	1880	5	0	4								
3	1888	5	0	0								
3	1891	4	0	4								
3	1892	5	0	3								
3	1895	5	0	0								
3	2186	5	0	2								
3	2187	5	0	0								
3	2194	5	0	0								
3	2197	5	0	0								
3	2198	5	0	0								
3	2199	5	0	1								
3	2207	5	0	0								
3	2211	5	0	0								
3	2219	5	0.044096	4								
3	2222	5	0	0								
3	2236	5	0	0								
3	2244	5	0.480084	50								
3	2247	5	0	0								
3	2250	5	0	0								
3	2256	5	0	4								
3	2266	5	0	8								
3	2268	5	0	6								
3	2269	5	0	0								
4	36	2	0.15	6								
4	53	2	1.58	22								
4	55	2	0.77	3								
4	57	2	0.74	15								
4	79	2	0.27	10								
4	85	2	0.29	16								
4	97	2	0.2	7								
4	101	2	0.42	10								
4	102	2	1.48	26								
4	105	2	0.6	20								
4	115	2	0.5	23								
4	121	2	0.44	16								
4	125	2	1.24	19								
4	129	2	0.73	22								
4	134	2	0.31	13								
4	155	2	0.12	6								
4	182	2	0.18	8								
4	190	2	0.15	10								
4	196	2	0.09	5								
4	204	2	0.26	5								
4	212	2	0.15	6								
4	214	2	0.38	18								
4	240	2	0.36	12								
4	264	2	0.2	6								
4	277	2	0.07	6								
4	315	2	0.18	6								
4	319	2	0.22	8								
4	323	2	0.31	12								
4	330	2	0.75	22								
4	337	2	0.2	6								
4	346	2	0.04	1								
4	350	2	1.6	33								
4	376	2	0.03	1								
4	435	2	0.29	11								
4	460	2	2.55	68								
4	464	2	0.07	4								
4	492	2	0.08	5								
4	503	2	0.13	5								
4	529	2	0.08	10								
4	549	2	0.41	19								
4	552	2	0.17	9								
4	557	2	0.31	10								
4	571	2	0.2	12								
4	574	2	0.36	14								
4	637	2	0.09	4								
4	644	2	0.22	9								
4	654	2	0.11	4								
4	658	2	0.19	9								
4	661	2	0.01	1								
4	667	2	0.2	17								
4	677	2	0.15	9								
4	700	2	0.07	2								
4	703	2	0.07	13								
4	707	2	0.07	6								
4	714	2	0.36	23								
4	719	2	0.28	13								
4	734	2	0.11	4								
4	741	2	0.2	12								
4	753	2	0.09	4								
4	758	2	0.17	5								
4	759	2	0.26	9								
4	870	2	0.18	12								
4	909	2	0.03	2								
4	959	2	3.02	9								
4	970	2	0.05	3								
4	983	2	0.27	11								
4	986	2	0.13	10								
4	1006	2	0.27	16								
4	1027	2	0.12	5								
4	1042	2	0.08	4								
4	1170	2	0.1	7								
4	1200	2	0.22	13								
4	1221	2	0.95	18								
4	1265	2	0.22	8								
4	1268	2	0.04	2								
4	1278	2	0.11	10								
4	1280	2	0.03	2								
4	1343	2	0.05	4								
4	1412	2	0.03	1								
4	1437	2	0.3	13								
4	1439	2	0.07	3								
4	1462	2	0.12	1								
4	1477	2	0.16	9								
4	1480	2	0.04	2								
4	1504	2	0.24	16								
4	1506	2	0.14	6								
4	1509	2	0.02	1								
4	1528	2	0.05	2								
4	1549	2	0.12	7								
4	1552	2	0.41	14								
4	1559	2	0.07	4								
4	1562	2	0.09	4								
4	1664	5	0.0579224	14								
4	1692	5	0	18								
4	1707	5	0	261								
4	1726	5	0	18								
4	1736	5	0	0								
4	1739	5	0	0								
4	1740	5	0	0								
4	1757	5	0	19								
4	1762	5	0	12								
4	1786	5	0	81								
4	1797	3	0.0419462	18								
4	1801	3	0.0153616	2								
4	1802	3	0	0								
4	1803	3	0.0232524	4								
4	1811	5	0	0								
4	1821	5	0	1								
4	1824	5	0	10								
4	1832	3	0	0								
4	1833	3	0	16								
4	1846	5	0	0								
4	1847	5	0	0								
4	1850	5	0	44								
4	1857	3	0	0								
4	1864	5	0	3								
4	1867	5	0	2								
4	1878	5	0	0								
4	1880	5	0	0								
4	1888	5	0.00348613	8								
4	1891	4	0.400303	249								
4	1892	5	0	8								
4	1895	5	0	0								
4	2186	5	0	22								
4	2187	5	0	10								
4	2194	5	0	26								
4	2197	5	0.0378184	80								
4	2198	5	0	0								
4	2199	5	0	0								
4	2207	5	0	0								
4	2211	5	0	1								
4	2219	5	0	50								
4	2222	5	0	13								
4	2236	5	0	3								
4	2244	5	0	25								
4	2247	5	0	48								
4	2250	5	0	8								
4	2256	5	0	8								
4	2266	5	0	3								
4	2268	5	0	0								
4	2269	5	0	6								
5	36	2	0	0								
5	53	2	0	0								
5	55	2	0	0								
5	57	2	0	0								
5	79	2	0	0								
5	85	2	0	0								
5	97	2	0	0								
5	101	2	0	0								
5	102	2	0	0								
5	105	2	0	0								
5	115	2	0	0								
5	121	2	0	0								
5	125	2	0	0								
5	129	2	0	0								
5	134	2	0	0								
5	155	2	0	0								
5	182	2	0	0								
5	190	2	0	0								
5	196	2	0	0								
5	204	2	0	0								
5	212	2	0	0								
5	214	2	0	0								
5	240	2	0	0								
5	264	2	0	0								
5	277	2	0	0								
5	315	2	0	0								
5	319	2	0	0								
5	323	2	0	0								
5	330	2	0	0								
5	337	2	0	0								
5	346	2	0	0								
5	350	2	0	0								
5	376	2	0	0								
5	435	2	0	0								
5	460	2	0	0								
5	464	2	0	0								
5	492	2	0	0								
5	503	2	0	0								
5	529	2	0	0								
5	549	2	0	0								
5	552	2	0	0								
5	557	2	0	0								
5	571	2	0	0								
5	574	2	0	0								
5	637	2	0	0								
5	644	2	0	0								
5	654	2	0	0								
5	658	2	0	0								
5	661	2	0	0								
5	667	2	0	0								
5	677	2	0	0								
5	700	2	0	0								
5	703	2	0	0								
5	707	2	0	0								
5	714	2	0	0								
5	719	2	0	0								
5	734	2	0	0								
5	741	2	0	0								
5	753	2	0	0								
5	758	2	0	0								
5	759	2	0	0								
5	870	2	0	0								
5	909	2	0	0								
5	959	2	0	0								
5	970	2	0	0								
5	983	2	0	0								
5	986	2	0	0								
5	1006	2	0	0								
5	1027	2	0	0								
5	1042	2	0	0								
5	1170	2	0	0								
5	1200	2	0	0								
5	1221	2	0	0								
5	1265	2	0	0								
5	1268	2	0	0								
5	1278	2	0	0								
5	1280	2	0	0								
5	1343	2	0	0								
5	1412	2	0	0								
5	1437	2	0	0								
5	1439	2	0	0								
5	1462	2	0	0								
5	1477	2	0	0								
5	1480	2	0	0								
5	1504	2	0	0								
5	1506	2	0	0								
5	1509	2	0	0								
5	1528	2	0	0								
5	1549	2	0	0								
5	1552	2	0	0								
5	1559	2	0	0								
5	1562	2	0	0								
5	1664	5	0	17								
5	1692	5	0	0								
5	1707	5	0	2								
5	1726	5	0	7								
5	1736	5	0	0								
5	1739	5	0	112								
5	1740	5	0	0								
5	1757	5	0	3								
5	1762	5	0	0								
5	1786	5	0	6								
5	1797	3	0	95								
5	1801	3	0	0								
5	1802	3	0.0257549	85								
5	1803	3	0	0								
5	1811	5	0.153045	42								
5	1821	5	0	0								
5	1824	5	0	40								
5	1832	3	0	22								
5	1833	3	0	120								
5	1846	5	0	0								
5	1847	5	0	24								
5	1850	5	0	0								
5	1857	3	0	0								
5	1864	5	0	27								
5	1867	5	0	19								
5	1878	5	0	42								
5	1880	5	0	0								
5	1888	5	0	30								
5	1891	4	0.0570694	540								
5	1892	5	0	16								
5	1895	5	0	0								
5	2186	5	0	6								
5	2187	5	0	0								
5	2194	5	0	51								
5	2197	5	0	0								
5	2198	5	0	0								
5	2199	5	0	0								
5	2207	5	0	10								
5	2211	5	0	0								
5	2219	5	0	51								
5	2222	5	0	30								
5	2236	5	0	17								
5	2244	5	0	5								
5	2247	5	0	0								
5	2250	5	0	8								
5	2256	5	0	16								
5	2266	5	0	125								
5	2268	5	0	26								
5	2269	5	0	23								
7	36	2	14.71	269								
7	53	2	29.51	188								
7	55	2	16.16	29								
7	57	2	4.34	42								
7	79	2	5.29	90								
7	85	2	32.43	829								
7	97	2	4.16	70								
7	101	2	1.5	17								
7	102	2	13.43	112								
7	105	2	1.1	17								
7	115	2	18.43	399								
7	121	2	24.57	419								
7	125	2	0.43	3								
7	129	2	3.01	42								
7	134	2	19.32	382								
7	155	2	7.65	186								
7	182	2	41.37	867								
7	190	2	0.71	23								
7	196	2	23.58	609								
7	204	2	3.02	26								
7	212	2	8.56	159								
7	214	2	4.12	91								
7	240	2	23.81	365								
7	264	2	10.95	155								
7	277	2	0.15	5								
7	315	2	3.12	51								
7	319	2	10.48	176								
7	323	2	3.98	75								
7	330	2	1.58	22								
7	337	2	120.94	1686								
7	346	2	3.57	40								
7	350	2	3.74	35								
7	376	2	1.36	20								
7	435	2	44.76	795								
7	460	2	40.32	511								
7	464	2	36.31	1029								
7	492	2	13.22	404								
7	503	2	20.08	375								
7	529	2	50.06	2859								
7	549	2	19.29	413								
7	552	2	28.28	718								
7	557	2	1.48	21								
7	571	2	2.93	82								
7	574	2	32.07	572								
7	637	2	93.7	2001								
7	644	2	12.14	229								
7	654	2	24.82	413								
7	658	2	31.56	699								
7	661	2	2.91	70								
7	667	2	176.58	6917								
7	677	2	2.97	81								
7	700	2	1.76	23								
7	703	2	28.95	2445								
7	707	2	21.81	916								
7	714	2	4.29	126								
7	719	2	21.11	471								
7	734	2	60.59	1081								
7	741	2	2.1	58								
7	753	2	13.61	268								
7	758	2	7.88	114								
7	759	2	5.43	87								
7	870	2	4.34	134								
7	909	2	11.32	404								
7	959	2	0	0								
7	970	2	0.11	3								
7	983	2	3.81	75								
7	986	2	4.56	162								
7	1006	2	5.06	144								
7	1027	2	49.12	973								
7	1042	2	16.94	409								
7	1170	2	41.93	1350								
7	1200	2	0.6	17								
7	1221	2	89.4	818								
7	1265	2	2.44	40								
7	1268	2	1.77	38								
7	1278	2	24.06	1063								
7	1280	2	1.45	43								
7	1343	2	57.12	2059								
7	1412	2	44.04	654								
7	1437	2	10.28	208								
7	1439	2	1.39	30								
7	1462	2	42.74	172								
7	1477	2	0.12	3								
7	1480	2	22.35	508								
7	1504	2	37.4	1153								
7	1506	2	6.29	126								
7	1509	2	7.86	231								
7	1528	2	138.66	2749								
7	1549	2	13.13	373								
7	1552	2	38.7	625								
7	1559	2	3.75	98								
7	1562	2	77.49	1459								
7	1664	5	0.0563304	3								
7	1692	5	5.2732	519								
7	1707	5	38.4389	5051								
7	1726	5	7.37033	745								
7	1736	5	17.367	1133								
7	1739	5	128.331	18674								
7	1740	5	236.955	29622								
7	1757	5	5.82958	708								
7	1762	5	5.17255	527								
7	1786	5	890.436	76115								
7	1797	3	0.146523	16								
7	1801	3	111.629	6989								
7	1802	3	1.42475	111								
7	1803	3	0.548837	53								
7	1811	5	168.834	13848								
7	1821	5	22.3337	3396								
7	1824	5	2275.04	310347								
7	1832	3	6.79804	679								
7	1833	3	2.37135	506								
7	1846	5	0.652776	39								
7	1847	5	4.75039	390								
7	1850	5	55.7782	4294								
7	1857	3	7.13429	515								
7	1864	5	23.4085	1765								
7	1867	5	9.38603	802								
7	1878	5	42.8085	3011								
7	1880	5	12.0706	1353								
7	1888	5	2.60949	326								
7	1891	4	0.541292	105								
7	1892	5	193.141	17268								
7	1895	5	9.91806	794								
7	2186	5	8.11881	1164								
7	2187	5	4.48268	497								
7	2194	5	7.3365	839								
7	2197	5	0.0593168	16								
7	2198	5	201.764	19151								
7	2199	5	0	27								
7	2207	5	59.6055	6078								
7	2211	5	22.8205	1351								
7	2219	5	220.942	28329								
7	2222	5	0.104299	37								
7	2236	5	160.456	13732								
7	2244	5	0.211199	73								
7	2247	5	11.0023	979								
7	2250	5	17.9646	1508								
7	2256	5	47.704	4412								
7	2266	5	1088.37	171915								
7	2268	5	74.7286	6534								
7	2269	5	90.1924	7864								
8	36	2	0	0								
8	53	2	0	0								
8	55	2	0	0								
8	57	2	0	0								
8	79	2	0	0								
8	85	2	0	0								
8	97	2	0	0								
8	101	2	0	0								
8	102	2	0	0								
8	105	2	0	0								
8	115	2	0	0								
8	121	2	0	0								
8	125	2	0	0								
8	129	2	0	0								
8	134	2	0.14	1								
8	155	2	0	0								
8	182	2	0	0								
8	190	2	0	0								
8	196	2	0	0								
8	204	2	0	0								
8	212	2	0	0								
8	214	2	0	0								
8	240	2	0	0								
8	264	2	0	0								
8	277	2	0	0								
8	315	2	0	0								
8	319	2	0	0								
8	323	2	0	0								
8	330	2	0	0								
8	337	2	0.19	1								
8	346	2	0	0								
8	350	2	0	0								
8	376	2	0	0								
8	435	2	0	0								
8	460	2	0	0								
8	464	2	0	0								
8	492	2	0	0								
8	503	2	0	0								
8	529	2	0	0								
8	549	2	0	0								
8	552	2	0	0								
8	557	2	0	0								
8	571	2	0	0								
8	574	2	0	0								
8	637	2	0	0								
8	644	2	0	0								
8	654	2	0	0								
8	658	2	0	0								
8	661	2	0	0								
8	667	2	0	0								
8	677	2	0.1	1								
8	700	2	0	0								
8	703	2	0.01	0								
8	707	2	0	0								
8	714	2	0	0								
8	719	2	0	0								
8	734	2	0	0								
8	741	2	0	0								
8	753	2	0	0								
8	758	2	0	0								
8	759	2	0	0								
8	870	2	0	0								
8	909	2	0.31	4								
8	959	2	0	0								
8	970	2	0	0								
8	983	2	0	0								
8	986	2	0	0								
8	1006	2	0	0								
8	1027	2	0	0								
8	1042	2	0	0								
8	1170	2	0	0								
8	1200	2	0	0								
8	1221	2	0	0								
8	1265	2	0	0								
8	1268	2	0	0								
8	1278	2	0	0								
8	1280	2	0	0								
8	1343	2	0	0								
8	1412	2	0	0								
8	1437	2	0	0								
8	1439	2	0	0								
8	1462	2	0	0								
8	1477	2	0	0								
8	1480	2	0	0								
8	1504	2	0	0								
8	1506	2	0	0								
8	1509	2	0	0								
8	1528	2	0	0								
8	1549	2	0	0								
8	1552	2	0	0								
8	1559	2	0	0								
8	1562	2	0	0								
8	1664	5	2.71722	1962								
8	1692	5	1.11715	1146								
8	1707	5	0.450609	752								
8	1726	5	1.98383	4696								
8	1736	5	1.1648	1541								
8	1739	5	0.901019	801								
8	1740	5	0.467251	586								
8	1757	5	0.514184	838								
8	1762	5	1.02346	1467								
8	1786	5	0.916179	452								
8	1797	3	0.0139453	38								
8	1801	3	0.501829	217								
8	1802	3	0.012741	42								
8	1803	3	0.00765563	11								
8	1811	5	1.67976	1632								
8	1821	5	1.16984	1224								
8	1824	5	0.373493	756								
8	1832	3	0.00657909	20								
8	1833	3	0.00322238	15								
8	1846	5	1.34554	237								
8	1847	5	2.52619	3749								
8	1850	5	1.10784	2034								
8	1857	3	0.257574	259								
8	1864	5	1.58558	406								
8	1867	5	1.25429	1273								
8	1878	5	2.25976	625								
8	1880	5	1.42588	2223								
8	1888	5	0.769074	1917								
8	1891	4	0.0984529	98								
8	1892	5	0.610797	1072								
8	1895	5	3.37258	3778								
8	2186	5	0.774314	1134								
8	2187	5	0.889682	748								
8	2194	5	1.66368	2596								
8	2197	5	1.65552	154								
8	2198	5	1.00191	217								
8	2199	5	0.627711	924								
8	2207	5	0.48483	1092								
8	2211	5	2.75923	461								
8	2219	5	0.457793	681								
8	2222	5	1.24421	1261								
8	2236	5	1.04053	415								
8	2244	5	2.2492	2539								
8	2247	5	2.32842	827								
8	2250	5	2.11987	3398								
8	2256	5	1.60726	2297								
8	2266	5	0.268516	634								
8	2268	5	1.50901	2502								
8	2269	5	1.76085	2897								
9	36	2	0.15	13								
9	53	2	2.33	73								
9	55	2	1.38	12								
9	57	2	0.88	40								
9	79	2	0.37	31								
9	85	2	0.32	42								
9	97	2	0.57	46								
9	101	2	1.61	89								
9	102	2	1.81	72								
9	105	2	1.37	104								
9	115	2	0.62	64								
9	121	2	0.55	45								
9	125	2	0.48	17								
9	129	2	1.63	111								
9	134	2	0.6	57								
9	155	2	0.45	53								
9	182	2	0.48	50								
9	190	2	0.5	77								
9	196	2	0.28	36								
9	204	2	0.18	8								
9	212	2	0.36	33								
9	214	2	0.82	89								
9	240	2	0.99	76								
9	264	2	0.89	62								
9	277	2	0.1	18								
9	315	2	0.32	25								
9	319	2	0.55	44								
9	323	2	0.7	63								
9	330	2	0.9	60								
9	337	2	0.48	33								
9	346	2	0.17	9								
9	350	2	0.58	27								
9	376	2	0	0								
9	435	2	0.82	70								
9	460	2	1.03	62								
9	464	2	0.14	19								
9	492	2	0.23	34								
9	503	2	0.2	18								
9	529	2	0.19	53								
9	549	2	0.2	21								
9	552	2	0.27	33								
9	557	2	0.12	9								
9	571	2	0.18	25								
9	574	2	0.24	21								
9	637	2	0.19	20								
9	644	2	0.64	58								
9	654	2	0.11	9								
9	658	2	0.27	29								
9	661	2	0.05	6								
9	667	2	0.32	60								
9	677	2	0.23	31								
9	700	2	0.5	32								
9	703	2	0.21	89								
9	707	2	0.14	29								
9	714	2	0.4	56								
9	719	2	0.76	81								
9	734	2	0.94	82								
9	741	2	0.34	46								
9	753	2	0.14	13								
9	758	2	0.52	36								
9	759	2	0.27	21								
9	870	2	0.32	48								
9	909	2	0.06	11								
9	959	2	0	0								
9	970	2	0.03	4								
9	983	2	0.82	75								
9	986	2	0.14	25								
9	1006	2	0.29	39								
9	1027	2	0.31	30								
9	1042	2	0.17	20								
9	1170	2	0.1	16								
9	1200	2	0.49	68								
9	1221	2	1.51	66								
9	1265	2	0.53	43								
9	1268	2	0.1	10								
9	1278	2	0.29	62								
9	1280	2	0.13	18								
9	1343	2	0.15	27								
9	1412	2	0.38	28								
9	1437	2	0.18	18								
9	1439	2	0.2	21								
9	1462	2	0	0								
9	1477	2	0.13	17								
9	1480	2	0.08	10								
9	1504	2	0.29	44								
9	1506	2	0.2	20								
9	1509	2	0.41	58								
9	1528	2	0.1	10								
9	1549	2	0.21	29								
9	1552	2	0.47	36								
9	1559	2	0.15	19								
9	1562	2	0.02	2								
9	1664	5	0.148669	112								
9	1692	5	0.0922137	253								
9	1707	5	0.0325299	66								
9	1726	5	0.0379902	81								
9	1736	5	0.0307632	56								
9	1739	5	0.0725353	165								
